key_resp.keys,key_resp.corr,key_resp.rt,present_segment.thisRepN,present_segment.thisTrialN,present_segment.thisN,present_segment.thisIndex,present_segment.ran,pictures,answer,clock,segment,participant,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,compare_segment.thisRepN,compare_segment.thisTrialN,compare_segment.thisN,compare_segment.thisIndex,compare_segment.ran,item_a,item_b,clock_conditions.thisRepN,clock_conditions.thisTrialN,clock_conditions.thisN,clock_conditions.thisIndex,clock_conditions.ran,present,compare
0.0,1.0,0.9683,0.0,0.0,0.0,0.0,1.0,lamppost_09s.jpg,0.0,Blue.png,1.0,47,,,,,,,,,,,,,,,,,
0.0,1.0,0.921005,0.0,1.0,1.0,1.0,1.0,mushroom_10n.jpg,0.0,Purple.png,1.0,47,,,,,,,,,,,,,,,,,
1.0,1.0,0.82828,0.0,2.0,2.0,2.0,1.0,mushroom_10n.jpg,1.0,Red.png,1.0,47,,,,,,,,,,,,,,,,,
0.0,1.0,0.77237,0.0,3.0,3.0,3.0,1.0,megaphone_03s.jpg,0.0,Orange.png,1.0,47,,,,,,,,,,,,,,,,,
0.0,1.0,1.0247,0.0,4.0,4.0,4.0,1.0,popsicle_02s.jpg,0.0,Yellow.png,1.0,47,,,,,,,,,,,,,,,,,
0.0,1.0,1.041875,0.0,5.0,5.0,5.0,1.0,kangaroo_02s.jpg,0.0,Green.png,1.0,47,,,,,,,,,,,,,,,,,
0.0,1.0,1.20874,0.0,6.0,6.0,6.0,1.0,kangaroo_02s.jpg,0.0,Blue.png,2.0,47,,,,,,,,,,,,,,,,,
0.0,1.0,1.01567,0.0,7.0,7.0,7.0,1.0,ivy_12s.jpg,0.0,Purple.png,2.0,47,,,,,,,,,,,,,,,,,
1.0,1.0,0.87836,0.0,8.0,8.0,8.0,1.0,kangaroo_02s.jpg,1.0,Red.png,2.0,47,,,,,,,,,,,,,,,,,
0.0,1.0,1.215655,0.0,9.0,9.0,9.0,1.0,peanut_butter_08s.jpg,0.0,Orange.png,2.0,47,,,,,,,,,,,,,,,,,
0.0,1.0,0.776675,0.0,10.0,10.0,10.0,1.0,spoon02a.jpg,0.0,Yellow.png,2.0,47,,,,,,,,,,,,,,,,,
0.0,1.0,0.900905,0.0,11.0,11.0,11.0,1.0,air_pump_05s.jpg,0.0,Green.png,2.0,47,,,,,,,,,,,,,,,,,
0.0,1.0,0.893625,0.0,12.0,12.0,12.0,1.0,powder_07s.jpg,0.0,Blue.png,3.0,47,,,,,,,,,,,,,,,,,
0.0,1.0,0.787615,0.0,13.0,13.0,13.0,1.0,sunglasses_11s.jpg,0.0,Purple.png,3.0,47,,,,,,,,,,,,,,,,,
0.0,1.0,0.710955,0.0,14.0,14.0,14.0,1.0,timer_03s.jpg,0.0,Red.png,3.0,47,,,,,,,,,,,,,,,,,
1.0,1.0,0.743485,0.0,15.0,15.0,15.0,1.0,sunglasses_11s.jpg,1.0,Orange.png,3.0,47,,,,,,,,,,,,,,,,,
0.0,1.0,0.69337,0.0,16.0,16.0,16.0,1.0,stethoscope_01b.jpg,0.0,Yellow.png,3.0,47,,,,,,,,,,,,,,,,,
1.0,1.0,0.9323,0.0,17.0,17.0,17.0,1.0,sunglasses_11s.jpg,1.0,Green.png,3.0,47,,,,,,,,,,,,,,,,,
0.0,1.0,0.949265,0.0,18.0,18.0,18.0,1.0,sunglasses_11s.jpg,0.0,Blue.png,4.0,47,,,,,,,,,,,,,,,,,
1.0,1.0,0.76964,0.0,19.0,19.0,19.0,1.0,sunglasses_11s.jpg,1.0,Purple.png,4.0,47,,,,,,,,,,,,,,,,,
0.0,1.0,0.892845,0.0,20.0,20.0,20.0,1.0,radiator_05s.jpg,0.0,Red.png,4.0,47,,,,,,,,,,,,,,,,,
1.0,1.0,0.75195,0.0,21.0,21.0,21.0,1.0,radiator_05s.jpg,1.0,Orange.png,4.0,47,,,,,,,,,,,,,,,,,
1.0,1.0,0.8054,0.0,22.0,22.0,22.0,1.0,sunglasses_11s.jpg,1.0,Yellow.png,4.0,47,,,,,,,,,,,,,,,,,
1.0,1.0,0.842945,0.0,23.0,23.0,23.0,1.0,radiator_05s.jpg,1.0,Green.png,4.0,47,,,,,,,,,,,,,,,,,
0.0,1.0,0.591635,0.0,24.0,24.0,24.0,1.0,stump_02s.jpg,0.0,Blue.png,5.0,47,,,,,,,,,,,,,,,,,
0.0,1.0,0.639365,0.0,25.0,25.0,25.0,1.0,jet_15s.jpg,0.0,Purple.png,5.0,47,,,,,,,,,,,,,,,,,
0.0,1.0,0.57626,0.0,26.0,26.0,26.0,1.0,bubble_01b.jpg,0.0,Red.png,5.0,47,,,,,,,,,,,,,,,,,
0.0,1.0,0.64284,0.0,27.0,27.0,27.0,1.0,footprint_11s.jpg,0.0,Orange.png,5.0,47,,,,,,,,,,,,,,,,,
0.0,1.0,0.632,0.0,28.0,28.0,28.0,1.0,knitting_needle_04s.jpg,0.0,Yellow.png,5.0,47,,,,,,,,,,,,,,,,,
1.0,1.0,0.579905,0.0,29.0,29.0,29.0,1.0,bubble_01b.jpg,1.0,Green.png,5.0,47,,,,,,,,,,,,,,,,,
0.0,1.0,0.77193,0.0,30.0,30.0,30.0,1.0,lizard_10n.jpg,0.0,Blue.png,6.0,47,,,,,,,,,,,,,,,,,
0.0,1.0,0.808895,0.0,31.0,31.0,31.0,1.0,bubble_01b.jpg,0.0,Purple.png,6.0,47,,,,,,,,,,,,,,,,,
